gene_name,array,ns,sweden,tcga
AC005495_1,0,0,0,1
AC005498_1,0,0,0,1
AC005498_2,0,0,0,1
AC005498_3,0,0,0,1
AC005514_1,0,0,0,1
AC005515_1,0,0,0,1
AC005517_1,0,0,0,1
AC005517_2,0,0,0,1
AC005518_1,0,0,0,1
AC005518_2,0,0,0,1
AC005519_1,0,0,0,1
AC005519_2,0,0,0,1
AC005520_1,0,0,0,1
AC005520_2,0,0,0,1
AC005520_3,0,0,0,1
AC005520_4,0,0,0,1
AC005520_5,0,0,0,1
AC005521_1,0,0,0,1
AC005522_1,0,0,0,1
AC005522_2,0,0,0,1
AC005523_1,0,0,0,1
AC005523_2,0,0,0,1
AC005529_1,0,0,0,1
AC005531_1,0,0,0,1
AC005532_1,0,0,0,1
AC005532_2,0,0,0,1
AC005534_1,0,0,0,1
AC005534_2,0,0,0,1
AC005537_1,0,0,0,1
AC005538_1,0,0,0,1
AC005538_2,0,0,0,1
AC005539_1,0,0,0,1
AC005540_1,0,0,0,1
AC005544_1,0,0,0,1
AC005544_2,0,0,0,1
AC005546_1,0,0,0,1
AC005549_1,0,0,0,1
AC005550_1,0,0,0,1
AC005550_2,0,0,0,1
AC005550_3,0,0,0,1
AC005552_1,0,0,0,1
AC005559_1,0,0,0,1
AC005562_1,0,0,0,1
AC005562_2,0,0,0,1
AC005578_1,0,0,0,1
AC005580_1,0,0,0,1
AC005586_1,0,0,0,1
AC005586_2,0,0,0,1
AC005587_1,0,0,0,1
AC005588_1,0,0,0,1
AC005592_1,0,0,0,1
AC005593_1,0,0,0,1
AC005597_1,0,0,0,1
AC005606_1,0,0,0,1
AC005606_2,0,0,0,1
AC005609_1,0,0,0,1
AC005609_2,0,0,0,1
AC005609_3,0,0,0,1
AC005609_4,0,0,0,1
AC005609_5,0,0,0,1
AC005614_1,0,0,0,1
AC005614_2,0,0,0,1
AC005616_1,0,0,0,1
AC005618_1,0,0,0,1
AC005618_2,0,0,0,1
AC005618_3,0,0,0,1
AC005618_4,0,0,0,1
AC005625_1,0,0,0,1
AC005632_1,0,0,0,1
AC005632_2,0,0,0,1
AC005632_3,0,0,0,1
AC005632_4,0,0,0,1
AC005668_1,0,0,0,1
AC005670_1,0,0,0,1
AC005670_2,0,0,0,1
AC005674_1,0,0,0,1
AC005674_2,0,0,0,1
AC005682_1,0,0,0,1
AC005691_1,0,0,0,1
AC005692_1,0,0,0,1
AC005692_2,0,0,0,1
AC005695_1,0,0,0,1
AC005695_2,0,0,0,1
AC005695_3,0,0,0,1
AC005696_1,0,0,0,1
AC005696_2,0,0,0,1
AC005696_3,0,0,0,1
AC005696_4,0,0,0,1
AC005697_1,0,0,0,1
AC005697_2,0,0,0,1
AC005699_1,0,0,0,1
AC005702_1,0,0,0,1
AC005702_2,0,0,0,1
AC005702_3,0,0,0,1
AC005702_4,0,0,0,1
AC005702_5,0,0,0,1
AC005703_1,0,0,0,1
AC005703_2,0,0,0,1
AC005703_3,0,0,0,1
AC005703_4,0,0,0,1
AC005703_5,0,0,0,1
AC005703_6,0,0,0,1
AC005722_1,0,0,0,1
AC005722_2,0,0,0,1
AC005722_3,0,0,0,1
AC005725_1,0,0,0,1
AC005726_1,0,0,0,1
AC005726_2,0,0,0,1
AC005726_3,0,0,0,1
AC005726_4,0,0,0,1
AC005726_5,0,0,0,1
AC005726_6,0,0,0,1
AC005730_1,0,0,0,1
AC005730_2,0,0,0,1
AC005730_3,0,0,0,1
AC005736_1,0,0,0,1
AC005736_2,0,0,0,1
AC005736_3,0,0,0,1
AC005740_1,0,0,0,1
AC005740_2,0,0,0,1
AC005740_3,0,0,0,1
AC005740_4,0,0,0,1
AC005741_1,0,0,0,1
AC005746_1,0,0,0,1
AC005746_2,0,0,0,1
AC005746_3,0,0,0,1
AC005753_1,0,0,0,1
AC005757_1,0,0,0,1
AC005758_1,0,0,0,1
AC005759_1,0,0,0,1
AC005771_1,0,0,0,1
AC005772_1,0,0,0,1
AC005774_1,0,0,0,1
AC005775_1,0,0,0,1
AC005776_1,0,0,0,1
AC005776_2,0,0,0,1
AC005777_1,0,0,0,1
AC005779_1,0,0,0,1
AC005779_2,0,0,0,1
AC005785_1,0,0,0,1
AC005785_2,0,0,0,1
AC005786_1,0,0,0,1
AC005786_2,0,0,0,1
AC005786_3,0,0,0,1
AC005786_4,0,0,0,1
AC005789_1,0,0,0,1
AC005790_1,0,0,0,1
AC005796_1,0,0,0,1
AC005798_1,0,0,0,1
AC005808_1,0,0,0,1
AC005821_1,0,0,0,1
AC005822_1,0,0,0,1
AC005823_1,0,0,0,1
AC005823_2,0,0,0,1
AC005828_1,0,0,0,1
AC005828_2,0,0,0,1
AC005828_3,0,0,0,1
AC005828_4,0,0,0,1
AC005828_5,0,0,0,1
AC005828_6,0,0,0,1
AC005828_7,0,0,0,1
AC005829_1,0,0,0,1
AC005829_2,0,0,0,1
AC005831_1,0,0,0,1
AC005832_1,0,0,0,1
AC005832_2,0,0,0,1
AC005832_3,0,0,0,1
AC005832_4,0,0,0,1
AC005833_1,0,0,0,1
AC005833_2,0,0,0,1
AC005833_3,0,0,0,1
AC005833_4,0,0,0,1
AC005837_1,0,0,0,1
AC005837_2,0,0,0,1
AC005837_3,0,0,0,1
AC005838_1,0,0,0,1
AC005838_2,0,0,0,1
AC005839_1,0,0,0,1
AC005840_1,0,0,0,1
AC005840_2,0,0,0,1
AC005840_3,0,0,0,1
AC005840_4,0,0,0,1
AC005840_5,0,0,0,1
AC005841_1,0,0,0,1
AC005842_1,0,0,0,1
AC005845_1,0,0,0,1
AC005856_1,0,0,0,1
AC005858_1,0,0,0,1
AC005858_2,0,0,0,1
AC005858_3,0,0,0,1
AC005858_4,0,0,0,1
AC005863_1,0,0,0,1
AC005865_1,0,0,0,1
AC005865_2,0,0,0,1
AC005868_1,0,0,0,1
AC005871_1,0,0,0,1
AC005871_2,0,0,0,1
AC005884_1,0,0,0,1
AC005884_2,0,0,0,1
AC005885_1,0,0,0,1
AC005899_1,0,0,0,1
AC005899_2,0,0,0,1
AC005899_3,0,0,0,1
AC005899_4,0,0,0,1
AC005899_5,0,0,0,1
AC005899_6,0,0,0,1
AC005899_7,0,0,0,1
AC005899_8,0,0,0,1
AC005901_1,0,0,0,1
AC005906_1,0,0,0,1
AC005906_2,0,0,0,1
AC005908_1,0,0,0,1
AC005908_2,0,0,0,1
AC005909_1,0,0,0,1
AC005911_1,0,0,0,1
AC005912_1,0,0,0,1
AC005912_2,0,0,0,1
AC005915_1,0,0,0,1
AC005920_1,0,0,0,1
AC005920_2,0,0,0,1
AC005920_3,0,0,0,1
AC005920_4,0,0,0,1
AC005921_1,0,0,0,1
AC005921_2,0,0,0,1
AC005921_3,0,0,0,1
AC005943_1,0,0,0,1
AC005943_2,0,0,0,1
AC005944_1,0,0,0,1
AC005951_1,0,0,0,1
AC005951_2,0,0,0,1
AC005954_1,0,0,0,1
AC005954_2,0,0,0,1
AC005962_1,0,0,0,1
AC005962_2,0,0,0,1
AC005972_1,0,0,0,1
AC005972_2,0,0,0,1
AC005972_3,0,0,0,1
AC005993_1,0,0,0,1
AC005996_1,0,0,0,1
AC005996_2,0,0,0,1
AC005999_1,0,0,0,1
AC006001_1,0,0,0,1
AC006001_2,0,0,0,1
AC006001_3,0,0,0,1
AC006001_4,0,0,0,1
AC006003_1,0,0,0,1
AC006004_1,0,0,0,1
AC006006_1,0,0,0,1
AC006007_1,0,0,0,1
AC006011_1,0,0,0,1
AC006011_2,0,0,0,1
AC006012_1,0,0,0,1
AC006013_1,0,0,0,1
AC006015_1,0,0,0,1
AC006017_1,0,0,0,1
AC006019_1,0,0,0,1
AC006019_2,0,0,0,1
AC006019_3,0,0,0,1
AC006020_1,0,0,0,1
AC006022_1,0,0,0,1
AC006023_1,0,0,0,1
AC006023_2,0,0,0,1
AC006026_1,0,0,0,1
AC006026_2,0,0,0,1
AC006026_3,0,0,0,1
AC006027_1,0,0,0,1
AC006028_1,0,0,0,1
AC006030_1,0,0,0,1
AC006033_1,0,0,0,1
AC006033_2,0,0,0,1
AC006037_1,0,0,0,1
AC006037_2,0,0,0,1
AC006041_1,0,0,0,1
AC006042_1,0,0,0,1
AC006042_2,0,0,0,1
AC006042_3,0,0,0,1
AC006042_4,0,0,0,1
AC006055_1,0,0,0,1
AC006058_1,0,0,0,1
AC006058_2,0,0,0,1
AC006058_3,0,0,0,1
AC006058_4,0,0,0,1
AC006059_1,0,0,0,1
AC006063_1,0,0,0,1
AC006064_1,0,0,0,1
AC006064_2,0,0,0,1
AC006064_3,0,0,0,1
AC006064_4,0,0,0,1
AC006064_5,0,0,0,1
AC006065_1,0,0,0,1
AC006065_2,0,0,0,1
AC006065_3,0,0,0,1
AC006065_4,0,0,0,1
AC006065_5,0,0,0,1
AC006065_6,0,0,0,1
AC006070_1,0,0,0,1
AC006076_1,0,0,0,1
AC006077_1,0,0,0,1
AC006077_2,0,0,0,1
AC006111_1,0,0,0,1
AC006111_2,0,0,0,1
AC006111_3,0,0,0,1
AC006115_1,0,0,0,1
AC006115_2,0,0,0,1
AC006116_1,0,0,0,1
AC006116_10,0,0,0,1
AC006116_2,0,0,0,1
AC006116_3,0,0,0,1
AC006116_4,0,0,0,1
AC006116_5,0,0,0,1
AC006116_6,0,0,0,1
AC006116_7,0,0,0,1
AC006116_8,0,0,0,1
AC006116_9,0,0,0,1
AC006120_1,0,0,0,1
AC006122_1,0,0,0,1
AC006128_1,0,0,0,1
AC006130_1,0,0,0,1
AC006130_2,0,0,0,1
AC006133_1,0,0,0,1
AC006141_1,0,0,0,1
AC006144_1,0,0,0,1
AC006145_1,0,0,0,1
AC006146_1,0,0,0,1
AC006148_1,0,0,0,1
AC006148_2,0,0,0,1
AC006150_1,0,0,0,1
AC006153_1,0,0,0,1
AC006157_1,0,0,0,1
AC006158_1,0,0,0,1
AC006159_1,0,0,0,1
AC006159_2,0,0,0,1
AC006160_1,0,0,0,1
AC006195_1,0,0,0,1
AC006197_1,0,0,0,1
AC006199_1,0,0,0,1
AC006205_1,0,0,0,1
AC006205_2,0,0,0,1
AC006206_1,0,0,0,1
AC006206_2,0,0,0,1
AC006210_1,0,0,0,1
AC006210_2,0,0,0,1
AC006213_1,0,0,0,1
AC006213_2,0,0,0,1
AC006213_3,0,0,0,1
AC006213_4,0,0,0,1
AC006213_5,0,0,0,1
AC006213_6,0,0,0,1
AC006236_1,0,0,0,1
AC006237_1,0,0,0,1
AC006238_1,0,0,0,1
AC006249_1,0,0,0,1
AC006252_1,0,0,0,1
AC006254_1,0,0,0,1
AC006254_2,0,0,0,1
AC006254_3,0,0,0,1
AC006262_1,0,0,0,1
AC006262_2,0,0,0,1
AC006262_3,0,0,0,1
AC006262_4,0,0,0,1
AC006269_1,0,0,0,1
AC006270_1,0,0,0,1
AC006270_2,0,0,0,1
AC006270_3,0,0,0,1
AC006272_1,0,0,0,1
AC006272_2,0,0,0,1
AC006273_1,0,0,0,1
AC006277_1,0,0,0,1
AC006288_1,0,0,0,1
AC006296_1,0,0,0,1
AC006296_2,0,0,0,1
AC006299_1,0,0,0,1
AC006305_1,0,0,0,1
AC006305_2,0,0,0,1
AC006305_3,0,0,0,1
AC006326_1,0,0,0,1
AC006328_1,0,0,0,1
AC006329_1,0,0,0,1
AC006329_2,0,0,0,1
AC006330_1,0,0,0,1
AC006333_1,0,0,0,1
AC006333_2,0,0,0,1
AC006335_1,0,0,0,1
AC006335_2,0,0,0,1
AC006335_3,0,0,0,1
AC006338_1,0,0,0,1
AC006338_2,0,0,0,1
AC006349_1,0,0,0,1
AC006355_1,0,0,0,1
AC006355_2,0,0,0,1
AC006357_1,0,0,0,1
AC006362_1,0,0,0,1
AC006363_1,0,0,0,1
AC006366_1,0,0,0,1
AC006369_1,0,0,0,1
AC006369_2,0,0,0,1
AC006372_1,0,0,0,1
AC006372_2,0,0,0,1
AC006372_3,0,0,0,1
AC006372_4,0,0,0,1
AC006378_1,0,0,0,1
AC006378_2,0,0,0,1
AC006380_1,0,0,0,1
AC006386_1,0,0,0,1
AC006386_2,0,0,0,1
AC006387_1,0,0,0,1
AC006390_1,0,0,0,1
AC006427_1,0,0,0,1
AC006435_1,0,0,0,1
AC006435_2,0,0,0,1
AC006435_3,0,0,0,1
AC006435_4,0,0,0,1
AC006435_5,0,0,0,1
AC006441_1,0,0,0,1
AC006441_2,0,0,0,1
AC006441_3,0,0,0,1
AC006441_4,0,0,0,1
AC006441_5,0,0,0,1
AC006445_1,0,0,0,1
AC006445_2,0,0,0,1
AC006449_1,0,0,0,1
AC006449_2,0,0,0,1
AC006449_3,0,0,0,1
AC006449_5,0,0,0,1
AC006449_6,0,0,0,1
AC006449_7,0,0,0,1
AC006450_1,0,0,0,1
AC006450_2,0,0,0,1
AC006450_3,0,0,0,1
AC006455_1,0,0,0,1
AC006455_2,0,0,0,1
AC006455_3,0,0,0,1
AC006455_4,0,0,0,1
AC006455_5,0,0,0,1
AC006455_6,0,0,0,1
AC006455_7,0,0,0,1
AC006455_8,0,0,0,1
AC006457_1,0,0,0,1
AC006458_1,0,0,0,1
AC006460_1,0,0,0,1
AC006461_1,0,0,0,1
AC006463_1,0,0,0,1
AC006463_2,0,0,0,1
AC006466_1,0,0,0,1
AC006480_1,0,0,0,1
AC006480_2,0,0,0,1
AC006482_1,0,0,0,1
AC006483_1,0,0,0,1
AC006483_2,0,0,0,1
AC006484_1,0,0,0,1
AC006486_1,0,0,0,1
AC006486_2,0,0,0,1
AC006487_1,0,0,0,1
AC006487_2,0,0,0,1
AC006499_1,0,0,0,1
AC006499_2,0,0,0,1
AC006499_3,0,0,0,1
AC006499_4,0,0,0,1
AC006499_5,0,0,0,1
AC006499_6,0,0,0,1
AC006499_7,0,0,0,1
AC006499_8,0,0,0,1
AC006504_1,0,0,0,1
AC006504_2,0,0,0,1
AC006504_3,0,0,0,1
AC006504_4,0,0,0,1
AC006504_5,0,0,0,1
AC006504_6,0,0,0,1
AC006504_7,0,0,0,1
AC006504_8,0,0,0,1
AC006509_1,0,0,0,1
AC006509_2,0,0,0,1
AC006511_1,0,0,0,1
AC006511_2,0,0,0,1
AC006511_3,0,0,0,1
AC006512_1,0,0,0,1
AC006512_2,0,0,0,1
AC006517_1,0,0,0,1
AC006518_1,0,0,0,1
AC006518_2,0,0,0,1
AC006529_1,0,0,0,1
AC006530_1,0,0,0,1
AC006534_1,0,0,0,1
AC006538_1,0,0,0,1
AC006538_2,0,0,0,1
AC006538_3,0,0,0,1
AC006539_1,0,0,0,1
AC006539_2,0,0,0,1
AC006539_3,0,0,0,1
AC006547_1,0,0,0,1
AC006547_2,0,0,0,1
AC006547_3,0,0,0,1
AC006548_1,0,0,0,1
AC006548_2,0,0,0,1
AC006548_3,0,0,0,1
AC006557_1,0,0,0,1
AC006557_2,0,0,0,1
AC006557_3,0,0,0,1
AC006557_4,0,0,0,1
AC006557_5,0,0,0,1
AC006557_6,0,0,0,1
AC006566_1,0,0,0,1
AC006581_1,0,0,0,1
AC006600_1,0,0,0,1
AC006600_2,0,0,0,1
AC006840_1,0,0,0,1
AC006924_1,0,0,0,1
AC006927_1,0,0,0,1
AC006942_1,0,0,0,1
AC006946_1,0,0,0,1
AC006946_2,0,0,0,1
AC006946_3,0,0,0,1
AC006947_1,0,0,0,1
AC006960_1,0,0,0,1
AC006960_2,0,0,0,1
AC006960_3,0,0,0,1
AC006963_1,0,0,0,1
AC006965_1,0,0,0,1
AC006967_1,0,0,0,1
AC006967_2,0,0,0,1
AC006967_3,0,0,0,1
AC006970_1,0,0,0,1
AC006970_2,0,0,0,1
AC006971_1,0,0,0,1
AC006978_1,0,0,0,1
AC006978_2,0,0,0,1
AC006986_1,0,0,0,1
AC006987_1,0,0,0,1
AC006987_2,0,0,0,1
AC006987_3,0,0,0,1
AC006987_4,0,0,0,1
AC006989_1,0,0,0,1
AC006994_1,0,0,0,1
AC006994_2,0,0,0,1
AC007000_1,0,0,0,1
AC007000_2,0,0,0,1
AC007000_3,0,0,0,1
AC007001_1,0,0,0,1
AC007003_1,0,0,0,1
AC007009_1,0,0,0,1
AC007012_1,0,0,0,1
AC007012_2,0,0,0,1
AC007014_1,0,0,0,1
AC007014_2,0,0,0,1
AC007016_1,0,0,0,1
AC007029_1,0,0,0,1
AC007032_1,0,0,0,1
AC007036_1,0,0,0,1
AC007036_2,0,0,0,1
AC007036_3,0,0,0,1
AC007038_1,0,0,0,1
AC007038_2,0,0,0,1
AC007040_1,0,0,0,1
AC007040_2,0,0,0,1
AC007041_1,0,0,0,1
AC007064_1,0,0,0,1
AC007064_2,0,0,0,1
AC007064_3,0,0,0,1
AC007066_1,0,0,0,1
AC007066_2,0,0,0,1
AC007068_1,0,0,0,1
AC007068_2,0,0,0,1
AC007091_1,0,0,0,1
AC007098_1,0,0,0,1
AC007099_1,0,0,0,1
AC007099_2,0,0,0,1
AC007100_1,0,0,0,1
AC007106_1,0,0,0,1
AC007114_1,0,0,0,1
AC007114_2,0,0,0,1
AC007115_1,0,0,0,1
AC007126_1,0,0,0,1
AC007128_1,0,0,0,1
AC007128_2,0,0,0,1
AC007136_1,0,0,0,1
AC007151_1,0,0,0,1
AC007159_1,0,0,0,1
AC007160_1,0,0,0,1
AC007161_1,0,0,0,1
AC007161_2,0,0,0,1
AC007163_1,0,0,0,1
AC007179_1,0,0,0,1
AC007179_2,0,0,0,1
AC007179_3,0,0,0,1
AC007182_1,0,0,0,1
AC007182_2,0,0,0,1
AC007191_1,0,0,0,1
AC007192_1,0,0,0,1
AC007192_2,0,0,0,1
AC007193_1,0,0,0,1
AC007193_2,0,0,0,1
AC007193_3,0,0,0,1
AC007204_1,0,0,0,1
AC007204_2,0,0,0,1
AC007207_1,0,0,0,1
AC007207_2,0,0,0,1
AC007215_1,0,0,0,1
AC007216_1,0,0,0,1
AC007216_2,0,0,0,1
AC007216_3,0,0,0,1
AC007216_4,0,0,0,1
AC007216_5,0,0,0,1
AC007218_1,0,0,0,1
AC007220_1,0,0,0,1
AC007221_1,0,0,0,1
AC007223_1,0,0,0,1
AC007224_1,0,0,0,1
AC007224_2,0,0,0,1
AC007225_1,0,0,0,1
AC007225_2,0,0,0,1
AC007228_1,0,0,0,1
AC007228_2,0,0,0,1
AC007229_1,0,0,0,1
AC007237_1,0,0,0,1
AC007238_1,0,0,0,1
AC007249_1,0,0,0,1
AC007249_2,0,0,0,1
AC007250_1,0,0,0,1
AC007253_1,0,0,0,1
AC007255_1,0,0,0,1
AC007255_2,0,0,0,1
AC007256_1,0,0,0,1
AC007262_1,0,0,0,1
AC007271_1,0,0,0,1
AC007272_1,0,0,0,1
AC007274_1,0,0,0,1
AC007274_2,0,0,0,1
AC007274_3,0,0,0,1
AC007275_1,0,0,0,1
AC007277_1,0,0,0,1
AC007278_1,0,0,0,1
AC007278_2,0,0,0,1
AC007279_1,0,0,0,1
AC007283_1,0,0,0,1
AC007283_2,0,0,0,1
AC007285_1,0,0,0,1
AC007285_2,0,0,0,1
AC007292_1,0,0,0,1
AC007292_2,0,0,0,1
AC007292_3,0,0,0,1
AC007298_1,0,0,0,1
AC007298_2,0,0,0,1
AC007308_1,0,0,0,1
AC007312_1,0,0,0,1
AC007314_1,0,0,0,1
AC007318_1,0,0,0,1
AC007318_2,0,0,0,1
AC007319_1,0,0,0,1
AC007322_1,0,0,0,1
AC007322_2,0,0,0,1
AC007322_3,0,0,0,1
AC007322_4,0,0,0,1
AC007326_1,0,0,0,1
AC007326_2,0,0,0,1
AC007327_1,0,0,0,1
AC007327_2,0,0,0,1
AC007333_1,0,0,0,1
AC007333_2,0,0,0,1
AC007336_1,0,0,0,1
AC007336_2,0,0,0,1
AC007336_3,0,0,0,1
AC007342_1,0,0,0,1
AC007342_2,0,0,0,1
AC007342_3,0,0,0,1
AC007342_4,0,0,0,1
AC007342_5,0,0,0,1
AC007342_6,0,0,0,1
AC007342_7,0,0,0,1
AC007342_8,0,0,0,1
AC007342_9,0,0,0,1
AC007346_1,0,0,0,1
AC007346_2,0,0,0,1
AC007347_1,0,0,0,1
AC007347_2,0,0,0,1
AC007349_1,0,0,0,1
AC007349_2,0,0,0,1
AC007349_3,0,0,0,1
AC007349_4,0,0,0,1
AC007359_1,0,0,0,1
AC007362_1,0,0,0,1
AC007363_1,0,0,0,1
AC007364_1,0,0,0,1
AC007365_1,0,0,0,1
AC007365_2,0,0,0,1
AC007365_3,0,0,0,1
AC007368_1,0,0,0,1
AC007370_1,0,0,0,1
AC007370_2,0,0,0,1
AC007375_1,0,0,0,1
AC007375_2,0,0,0,1
AC007375_3,0,0,0,1
AC007376_1,0,0,0,1
AC007376_2,0,0,0,1
AC007378_1,0,0,0,1
AC007381_1,0,0,0,1
AC007382_1,0,0,0,1
AC007383_1,0,0,0,1
AC007383_2,0,0,0,1
AC007383_3,0,0,0,1
AC007384_1,0,0,0,1
AC007386_1,0,0,0,1
AC007386_2,0,0,0,1
AC007387_1,0,0,0,1
AC007388_1,0,0,0,1
AC007389_1,0,0,0,1
AC007389_2,0,0,0,1
AC007389_3,0,0,0,1
AC007389_4,0,0,0,1
AC007389_5,0,0,0,1
AC007390_1,0,0,0,1
AC007390_2,0,0,0,1
AC007391_1,0,0,0,1
AC007394_1,0,0,0,1
AC007395_1,0,0,0,1
AC007402_1,0,0,0,1
AC007403_1,0,0,0,1
AC007405_1,0,0,0,1
AC007405_2,0,0,0,1
AC007405_3,0,0,0,1
AC007406_1,0,0,0,1
AC007406_2,0,0,0,1
AC007406_3,0,0,0,1
AC007406_4,0,0,0,1
AC007406_5,0,0,0,1
AC007422_1,0,0,0,1
AC007422_2,0,0,0,1
AC007423_1,0,0,0,1
AC007424_1,0,0,0,1
AC007431_1,0,0,0,1
AC007431_2,0,0,0,1
AC007431_3,0,0,0,1
AC007435_1,0,0,0,1
AC007448_1,0,0,0,1
AC007448_2,0,0,0,1
AC007448_3,0,0,0,1
AC007450_1,0,0,0,1
AC007450_2,0,0,0,1
AC007450_3,0,0,0,1
AC007450_4,0,0,0,1
AC007458_1,0,0,0,1
AC007463_1,0,0,0,1
AC007485_1,0,0,0,1
AC007485_2,0,0,0,1
AC007490_1,0,0,0,1
AC007493_1,0,0,0,1
AC007493_2,0,0,0,1
AC007494_1,0,0,0,1
AC007494_2,0,0,0,1
AC007494_3,0,0,0,1
AC007495_1,0,0,0,1
AC007495_2,0,0,0,1
AC007496_1,0,0,0,1
AC007496_2,0,0,0,1
AC007496_3,0,0,0,1
AC007497_1,0,0,0,1
AC007513_1,0,0,0,1
AC007527_1,0,0,0,1
AC007527_2,0,0,0,1
AC007529_1,0,0,0,1
AC007533_1,0,0,0,1
AC007536_1,0,0,0,1
AC007537_1,0,0,0,1
AC007537_2,0,0,0,1
AC007540_1,0,0,0,1
AC007541_1,0,0,0,1
AC007546_1,0,0,0,1
AC007546_2,0,0,0,1
AC007547_1,0,0,0,1
AC007547_2,0,0,0,1
AC007551_1,0,0,0,1
AC007551_2,0,0,0,1
AC007552_1,0,0,0,1
AC007552_2,0,0,0,1
AC007556_1,0,0,0,1
AC007557_1,0,0,0,1
AC007557_2,0,0,0,1
AC007557_3,0,0,0,1
AC007557_4,0,0,0,1
AC007559_1,0,0,0,1
AC007560_1,0,0,0,1
AC007562_1,0,0,0,1
AC007563_1,0,0,0,1
AC007563_2,0,0,0,1
AC007563_3,0,0,0,1
AC007566_1,0,0,0,1
AC007566_2,0,0,0,1
AC007568_1,0,0,0,1
AC007569_1,0,0,0,1
AC007570_1,0,0,0,1
AC007595_1,0,0,0,1
AC007598_1,0,0,0,1
AC007598_2,0,0,0,1
AC007598_3,0,0,0,1
AC007599_1,0,0,0,1
AC007599_2,0,0,0,1
AC007601_1,0,0,0,1
AC007601_2,0,0,0,1
AC007603_1,0,0,0,1
AC007603_2,0,0,0,1
AC007608_1,0,0,0,1
AC007608_2,0,0,0,1
AC007608_3,0,0,0,1
AC007608_4,0,0,0,1
AC007610_1,0,0,0,1
AC007610_2,0,0,0,1
AC007610_3,0,0,0,1
AC007610_4,0,0,0,1
AC007611_1,0,0,0,1
AC007613_1,0,0,0,1
AC007614_1,0,0,0,1
AC007614_2,0,0,0,1
AC007614_3,0,0,0,1
AC007614_4,0,0,0,1
AC007614_5,0,0,0,1
AC007614_6,0,0,0,1
AC007618_1,0,0,0,1
AC007619_1,0,0,0,1
AC007619_2,0,0,0,1
AC007620_1,0,0,0,1
AC007620_2,0,0,0,1
AC007620_3,0,0,0,1
AC007621_1,0,0,0,1
AC007622_1,0,0,0,1
AC007622_2,0,0,0,1
AC007631_1,0,0,0,1
AC007637_1,0,0,0,1
AC007638_1,0,0,0,1
AC007638_2,0,0,0,1
AC007639_1,0,0,0,1
AC007652_1,0,0,0,1
AC007655_1,0,0,0,1
AC007656_1,0,0,0,1
AC007656_2,0,0,0,1
AC007663_1,0,0,0,1
AC007663_2,0,0,0,1
AC007663_3,0,0,0,1
AC007663_4,0,0,0,1
AC007666_1,0,0,0,1
AC007671_1,0,0,0,1
AC007673_1,0,0,0,1
AC007677_1,0,0,0,1
AC007679_1,0,0,0,1
AC007679_2,0,0,0,1
AC007679_3,0,0,0,1
AC007681_1,0,0,0,1
AC007683_1,0,0,0,1
AC007683_2,0,0,0,1
AC007684_1,0,0,0,1
AC007685_1,0,0,0,1
AC007686_1,0,0,0,1
AC007686_2,0,0,0,1
AC007686_3,0,0,0,1
AC007687_1,0,0,0,1
AC007688_1,0,0,0,1
AC007688_2,0,0,0,1
AC007690_1,0,0,0,1
AC007718_1,0,0,0,1
AC007728_1,0,0,0,1
AC007728_2,0,0,0,1
AC007728_3,0,0,0,1
AC007731_1,0,0,0,1
AC007731_2,0,0,0,1
AC007731_3,0,0,0,1
AC007731_4,0,0,0,1
AC007731_5,0,0,0,1
AC007738_1,0,0,0,1
AC007741_1,0,0,0,1
AC007742_1,0,0,0,1
AC007742_2,0,0,0,1
AC007743_1,0,0,0,1
AC007744_1,0,0,0,1
AC007749_1,0,0,0,1
AC007750_1,0,0,0,1
AC007751_1,0,0,0,1
AC007751_2,0,0,0,1
AC007773_1,0,0,0,1
AC007780_1,0,0,0,1
AC007785_1,0,0,0,1
AC007785_2,0,0,0,1
AC007785_3,0,0,0,1
AC007786_1,0,0,0,1
AC007786_2,0,0,0,1
AC007786_3,0,0,0,1
AC007787_1,0,0,0,1
AC007787_2,0,0,0,1
AC007790_1,0,0,0,1
AC007792_1,0,0,0,1
AC007795_1,0,0,0,1
AC007823_1,0,0,0,1
AC007834_1,0,0,0,1
AC007834_2,0,0,0,1
AC007842_1,0,0,0,1
AC007848_1,0,0,0,1
AC007848_2,0,0,0,1
AC007849_1,0,0,0,1
AC007849_2,0,0,0,1
AC007861_1,0,0,0,1
AC007861_2,0,0,0,1
AC007876_1,0,0,0,1
AC007878_1,0,0,0,1
AC007879_1,0,0,0,1
AC007879_2,0,0,0,1
AC007879_3,0,0,0,1
AC007879_4,0,0,0,1
AC007881_1,0,0,0,1
AC007881_2,0,0,0,1
AC007881_3,0,0,0,1
AC007899_1,0,0,0,1
AC007906_1,0,0,0,1
AC007906_2,0,0,0,1
AC007907_1,0,0,0,1
AC007919_1,0,0,0,1
AC007919_2,0,0,0,1
AC007920_1,0,0,0,1
AC007922_1,0,0,0,1
AC007922_2,0,0,0,1
AC007922_3,0,0,0,1
AC007923_1,0,0,0,1
AC007923_2,0,0,0,1
AC007923_3,0,0,0,1
AC007923_4,0,0,0,1
AC007938_1,0,0,0,1
AC007938_2,0,0,0,1
AC007938_3,0,0,0,1
AC007938_4,0,0,0,1
AC007948_1,0,0,0,1
AC007950_1,0,0,0,1
AC007950_2,0,0,0,1
AC007952_1,0,0,0,1
AC007952_2,0,0,0,1
AC007952_3,0,0,0,1
AC007952_4,0,0,0,1
